review.commentScore,review.commentPolarity,review.commentDetail,review.date,review.productURL,review.manuallyProcessedComment
1,Negative,We are very disappointed because the camera of the telephone doesn't work.,"January 31, 2019",https://www.amazon.com/Apple-iPhone-Plus-64GB-Space/dp/B07YYM3HFW,We are very disappointed because the camera of the telephone does not work
1,Negative,"The phone had came scratched from the back, less than half battery, and a weird “cube” to charge (that looks very cheap) but overall the phone looks like it works.","April 12, 2019",https://www.amazon.com/Apple-iPhone-Plus-64GB-Space/dp/B07YYM3HFW,The phone had came scratched from the back less than half battery and a weird cube to charge that looks very cheap but overall the phone looks like it works
1,Negative,Worked great for about a month but now it doesnt charge or recognize that it’s even plugged in.,"April 16, 2019",https://www.amazon.com/Apple-iPhone-Plus-64GB-Space/dp/B07YYM3HFW,Worked great for about a month but now it does not charge or recognize that it is even plugged in
1,Negative,"DO NOT PURCHASE FROM SELLER, SELLS DEFECTIVE PHONES...","January 12, 2020",https://www.amazon.com/Apple-iPhone-Plus-64GB-Space/dp/B07YYM3HFW,DO NOT PURCHASE FROM SELLER SELLS DEFECTIVE PHONES
5,Positive,I love everything about this fone look brand spanking new battery is 99% capacity.,"March 11, 2019",https://www.amazon.com/Apple-iPhone-Plus-64GB-Space/dp/B07YYM3HFW,I love everything about this fone look brand spanking new battery is 99 capacity
5,Positive,It just came in today and this may be premature but I’m so in love with this phone!,"July 20, 2018",https://www.amazon.com/Apple-iPhone-Plus-64GB-Space/dp/B07YYM3HFW,It just came in today and this may be premature but I am so in love with this phone
5,Positive,"I’m amazed with my purchase, even though that some of the reviews had me a little worried. ","June 14, 2019",https://www.amazon.com/Apple-iPhone-Plus-64GB-Space/dp/B07YYM3HFW,I am amazed with my purchase even though that some of the reviews had me a little worried
5,Positive,Its in perfect condition.,"April 10, 2018",https://www.amazon.com/Apple-iPhone-Plus-64GB-Space/dp/B07YYM3HFW,It is in perfect condition
5,Positive,I love it works perfectly I just got it today it was fully unlocked and read my sim it came with a charger and doesn’t have any scratches,"July 9, 2019",https://www.amazon.com/Apple-iPhone-Plus-64GB-Space/dp/B07YYM3HFW,I love it works perfectly I just got it today it was fully unlocked and read my sim it came with a charger and does not have any scratches
1,Negative,one did not work at all -tried numerous devices and outlets -NO power at all,"November 14, 2017",https://www.amazon.com/Charger-Adapter-Replacement-Samsung-Motorola/dp/B07437M5QQ,one did not work at all tried numerous devices and outlets NO power at all
1,Negative,This item is not a quick charging wall charger.,"April 24, 2018",https://www.amazon.com/Charger-Adapter-Replacement-Samsung-Motorola/dp/B07437M5QQ,This item is not a quick charging wall charger
1,Negative,After occasional use over a month one of the chargers is making a loud buzzing noise when plugged in and charging a device. ,"July 6, 2018",https://www.amazon.com/Charger-Adapter-Replacement-Samsung-Motorola/dp/B07437M5QQ,After occasional use over a month one of the chargers is making a loud buzzing noise when plugged in and charging a device
2,Negative,Did not fast charge my phone or turn off after full charge.,"December 13, 2017",https://www.amazon.com/Charger-Adapter-Replacement-Samsung-Motorola/dp/B07437M5QQ,Did not fast charge my phone or turn off after full charge
2,Negative,Poor quality charger.,"January 2, 2019",https://www.amazon.com/Charger-Adapter-Replacement-Samsung-Motorola/dp/B07437M5QQ,Poor quality charger
4,Positive,I love the colors of these charging boxes and that they have two usb ports!,"July 26, 2018",https://www.amazon.com/Charger-Adapter-Replacement-Samsung-Motorola/dp/B07437M5QQ,I love the colors of these charging boxes and that they have two universal serial bus ports
4,Positive,They are great but wish they were a bit smaller in width so they fit a little better in my power strip.,"July 5, 2021",https://www.amazon.com/Charger-Adapter-Replacement-Samsung-Motorola/dp/B07437M5QQ,They are great but wish they were a bit smaller in width so they fit a little better in my power strip
5,Positive,These chargers are great.,"April 18, 2019",https://www.amazon.com/Charger-Adapter-Replacement-Samsung-Motorola/dp/B07437M5QQ,These chargers are great
5,Positive,These wall chargers are just what I needed.,"September 11, 2018",https://www.amazon.com/Charger-Adapter-Replacement-Samsung-Motorola/dp/B07437M5QQ,These wall chargers are just what I needed
5,Positive,"Trying to find legit tech on here can be a massive headache, but these little guys are great.","June 20, 2018",https://www.amazon.com/Charger-Adapter-Replacement-Samsung-Motorola/dp/B07437M5QQ,Trying to find legit tech on here can be a massive headache but these little guys are great
1,Negative,I think I just got a defective one because most of the reviews rave over the sound quality.,"December 27, 2018",https://www.amazon.com/JBL-Bluetooth-Portable-Stereo-Speaker/dp/B01MSYQWNY,I think I just got a defective one because most of the reviews rave over the sound quality
1,Negative,"Ok, if you are reading the reviews, you know by now that the battery life is horrible.","November 25, 2018",https://www.amazon.com/JBL-Bluetooth-Portable-Stereo-Speaker/dp/B01MSYQWNY,Ok if you are reading the reviews you know by now that the battery life is horrible
2,Negative,"Not just when the microwave is on, but just does not play for a second or two every once in a while.","August 8, 2019",https://www.amazon.com/JBL-Bluetooth-Portable-Stereo-Speaker/dp/B01MSYQWNY,Not just when the microwave is on but just does not play for a second or two every once in a while
2,Negative,"Like others, mine has had battery issues and now does not hold a charge at all.","July 30, 2020",https://www.amazon.com/JBL-Bluetooth-Portable-Stereo-Speaker/dp/B01MSYQWNY,Like others mine has had battery issues and now does not hold a charge at all
2,Negative,Speaker and sound are great… but the battery life is awful.,"July 9, 2021",https://www.amazon.com/JBL-Bluetooth-Portable-Stereo-Speaker/dp/B01MSYQWNY,Speaker and sound are great but the battery life is awful
4,Positive,The speaker sounds great and has fantastic battery life.,"August 25, 2020",https://www.amazon.com/JBL-Bluetooth-Portable-Stereo-Speaker/dp/B01MSYQWNY,The speaker sounds great and has fantastic battery life
4,Positive,This is generally a great speaker for the price.,"March 27, 2018",https://www.amazon.com/JBL-Bluetooth-Portable-Stereo-Speaker/dp/B01MSYQWNY,This is generally a great speaker for the price
4,Positive,I have had one of these for a few months and absolutely love it!,"June 20, 2018",https://www.amazon.com/JBL-Bluetooth-Portable-Stereo-Speaker/dp/B01MSYQWNY,I have had one of these for a few months and absolutely love it
5,Positive,I am so fascinated how extremely great this speaker is for only a whopping 100$ dollars.,"April 16, 2017",https://www.amazon.com/JBL-Bluetooth-Portable-Stereo-Speaker/dp/B01MSYQWNY,I am so fascinated how extremely great this speaker is for only a whopping 100 dollars
5,Positive,There’s that old expression: “more bang for your buck” and that really applies to this JBL.,"April 29, 2021",https://www.amazon.com/JBL-Bluetooth-Portable-Stereo-Speaker/dp/B01MSYQWNY,There is that old expression more bang for your buck and that really applies to this JBL
2,Negative,"Good size, has many features, but the HDMI port does not work!!!!","June 28, 2020",https://www.amazon.com/SuperSonic-SC-3222-Widescreen-Built-Player/dp/B07S2T3YVN,Good size has many features but the HDMI port does not work
2,Negative,Have tried contacting customer service on this so many times I've given up.,"April 25, 2017",https://www.amazon.com/SuperSonic-SC-3222-Widescreen-Built-Player/dp/B07S2T3YVN,Have tried contacting customer service on this so many times I have given up
2,Negative,We bought it for off grid solar home-- Great size and pic --BUT THE SOUND IS HORRIBLE-- had to buy a sound bar to actually use it.. Also if your using in RV or on Solar and the batteries are not fully charge the SOUND WILL NOT WORK AT ALL..,"December 28, 2018",https://www.amazon.com/SuperSonic-SC-3222-Widescreen-Built-Player/dp/B07S2T3YVN,We bought it for off grid solar home Great size and pic BUT THE SOUND IS HORRIBLE had to buy a sound bar to actually use it Also if your using in RV or on Solar and the batteries are not fully charge the SOUND WILL NOT WORK AT ALL
2,Negative,"The unit wasn't bad looking and the picture was nice and clean, but having to have the volume all the way up when only five feet away and it still being low leaves a lot to be desired.","July 9, 2019",https://www.amazon.com/SuperSonic-SC-3222-Widescreen-Built-Player/dp/B07S2T3YVN,The unit was not bad looking and the picture was nice and clean but having to have the volume all the way up when only five feet away and it still being low leaves a lot to be desired
2,Negative,The sound volume is piss poor.,"March 12, 2020",https://www.amazon.com/SuperSonic-SC-3222-Widescreen-Built-Player/dp/B07S2T3YVN,The sound volume is piss poor
4,Positive,This little unit gives a lot of performance for the money.,"July 29, 2017",https://www.amazon.com/SuperSonic-SC-3222-Widescreen-Built-Player/dp/B07S2T3YVN,This little unit gives a lot of performance for the money
4,Positive,"This TV has a ""fair"" picture.","October 13, 2017",https://www.amazon.com/SuperSonic-SC-3222-Widescreen-Built-Player/dp/B07S2T3YVN,This television has a fair picture
4,Positive,Overall a good purchase.,"June 23, 2020",https://www.amazon.com/SuperSonic-SC-3222-Widescreen-Built-Player/dp/B07S2T3YVN,Overall a good purchase
4,Positive,Bought this for our travel trailer and have been surprised at it's quality.,"November 1, 2019",https://www.amazon.com/SuperSonic-SC-3222-Widescreen-Built-Player/dp/B07S2T3YVN,Bought this for our travel trailer and have been surprised at its quality
4,Positive,This TV is inexpensive and the picture is pretty decent given its price point.,"October 12, 2017",https://www.amazon.com/SuperSonic-SC-3222-Widescreen-Built-Player/dp/B07S2T3YVN,This television is inexpensive and the picture is pretty decent given its price point
1,Negative,"I normally love Sony products, but this Blu-Ray player truly sucks!","July 1, 2017",https://www.amazon.com/Sony-BDPBX370-Blu-Ray-Player-Wi-Fi/dp/B01I5QZN8E,I normally love Sony products but this Blu Ray player truly sucks
1,Negative,"Despite being small and light, it is OK, except for a MAJOR design flaw.","December 16, 2017",https://www.amazon.com/Sony-BDPBX370-Blu-Ray-Player-Wi-Fi/dp/B01I5QZN8E,Despite being small and light it is OK except for a MAJOR design flaw
1,Negative,This product is such a disappointment.,"October 16, 2020",https://www.amazon.com/Sony-BDPBX370-Blu-Ray-Player-Wi-Fi/dp/B01I5QZN8E,This product is such a disappointment
2,Negative,This unit is not that great for streaming.,"October 1, 2020",https://www.amazon.com/Sony-BDPBX370-Blu-Ray-Player-Wi-Fi/dp/B01I5QZN8E,This unit is not that great for streaming
2,Negative,This is a bare bones disc player that so far has successfully played the specific Bluray discs I own.,"September 15, 2021",https://www.amazon.com/Sony-BDPBX370-Blu-Ray-Player-Wi-Fi/dp/B01I5QZN8E,This is a bare bones disc player that so far has successfully played the specific Bluray discs I own
4,Positive,"So far, I love this thing.","May 5, 2016",https://www.amazon.com/Sony-BDPBX370-Blu-Ray-Player-Wi-Fi/dp/B01I5QZN8E,So far I love this thing
4,Positive,This is a solid player for the money.,"September 11, 2021",https://www.amazon.com/Sony-BDPBX370-Blu-Ray-Player-Wi-Fi/dp/B01I5QZN8E,This is a solid player for the money
5,Positive,Simple setup and easy interface.,"February 22, 2021",https://www.amazon.com/Sony-BDPBX370-Blu-Ray-Player-Wi-Fi/dp/B01I5QZN8E,Simple setup and easy interface
5,Positive,I purchased this product and it works very well.,"November 11, 2021",https://www.amazon.com/Sony-BDPBX370-Blu-Ray-Player-Wi-Fi/dp/B01I5QZN8E,I purchased this product and it works very well
5,Positive,"Product arrived in a timely fashion, and in great shape.","September 24, 2021",https://www.amazon.com/Sony-BDPBX370-Blu-Ray-Player-Wi-Fi/dp/B01I5QZN8E,Product arrived in a timely fashion and in great shape
1,Negative,"Extremely disappointed in this camera, under the impression it would take footage of individuals approaching your home.","March 28, 2021",https://www.amazon.com/Vision-Indoor-Outdoor-Camera-Assistant/dp/B08R59YH7W,Extremely disappointed in this camera under the impression it would take footage of individuals approaching your home
1,Negative,"The entire app, required to use this product is a constant nag for you to give them a subscription fee for their cloud services.","May 9, 2021",https://www.amazon.com/Vision-Indoor-Outdoor-Camera-Assistant/dp/B08R59YH7W,The entire application required to use this product is a constant nag for you to give them a subscription fee for their cloud services
2,Negative,The V3 picture quality and low light sensitivity is better than the V2 & battery cameras but the motion detection at night is so horrible that I can’t use it.,"April 5, 2021",https://www.amazon.com/Vision-Indoor-Outdoor-Camera-Assistant/dp/B08R59YH7W,The V3 picture quality and low light sensitivity is better than the V2 battery cameras but the motion detection at night is so horrible that I cannot use it
2,Negative,UPDATE: Three weeks of use and not much improvement over usless notifications.,"October 26, 2021",https://www.amazon.com/Vision-Indoor-Outdoor-Camera-Assistant/dp/B08R59YH7W,UPDATE Three weeks of use and not much improvement over usless notifications
2,Negative,Update - I wanted to like this but it's too buggy.,"October 30, 2021",https://www.amazon.com/Vision-Indoor-Outdoor-Camera-Assistant/dp/B08R59YH7W,Update I wanted to like this but it is too buggy
4,Positive,"I've only had these cameras for a few days now, so this may be preemptive, but so far impressed.","July 25, 2021",https://www.amazon.com/Vision-Indoor-Outdoor-Camera-Assistant/dp/B08R59YH7W,I have only had these cameras for a few days now so this may be preemptive but so far impressed
4,Positive,The video is good quality.,"May 18, 2021",https://www.amazon.com/Vision-Indoor-Outdoor-Camera-Assistant/dp/B08R59YH7W,The video is good quality
4,Positive,"So for a budget security cam that's easy to install, it's pretty good.","November 7, 2021",https://www.amazon.com/Vision-Indoor-Outdoor-Camera-Assistant/dp/B08R59YH7W,So for a budget security cam that is easy to install it is pretty good
5,Positive,The image quality is superb.,"March 11, 2021",https://www.amazon.com/Vision-Indoor-Outdoor-Camera-Assistant/dp/B08R59YH7W,The image quality is superb
5,Positive,Best camera!,"March 6, 2021",https://www.amazon.com/Vision-Indoor-Outdoor-Camera-Assistant/dp/B08R59YH7W,Best camera
1,Negative,"The flash is not compatible with this camera, it doesn't work.","July 24, 2020",https://www.amazon.com/dp/B07P15K8Q7/ref=s9_acsd_otopr_hd_bw_b1B76_c2_x_1_t,The flash is not compatible with this camera it does not work
1,Negative,I got the package in yesterday opened the box and saw that the tape was ripped off of the camera box and after opening it didnt see any paperwork or manuals.,"January 7, 2021",https://www.amazon.com/dp/B07P15K8Q7/ref=s9_acsd_otopr_hd_bw_b1B76_c2_x_1_t,I got the package in yesterday opened the box and saw that the tape was ripped off of the camera box and after opening it did not see any paperwork or manuals
1,Negative,One of the worst cameras I have ever owned.,"February 17, 2020",https://www.amazon.com/dp/B07P15K8Q7/ref=s9_acsd_otopr_hd_bw_b1B76_c2_x_1_t,One of the worst cameras I have ever owned
1,Negative,It’s a piece of crap and the seller is unresponsive,"March 20, 2021",https://www.amazon.com/dp/B07P15K8Q7/ref=s9_acsd_otopr_hd_bw_b1B76_c2_x_1_t,It is a piece of crap and the seller is unresponsive
1,Negative,Not very user friendly .,"September 15, 2019",https://www.amazon.com/dp/B07P15K8Q7/ref=s9_acsd_otopr_hd_bw_b1B76_c2_x_1_t,Not very user friendly
5,Positive,For years I had been looking for a god camera searching the best deal and I found it here.,"April 13, 2019",https://www.amazon.com/dp/B07P15K8Q7/ref=s9_acsd_otopr_hd_bw_b1B76_c2_x_1_t,For years I had been looking for a god camera searching the best deal and I found it here
5,Positive,I highly recommend this!,"April 30, 2019",https://www.amazon.com/dp/B07P15K8Q7/ref=s9_acsd_otopr_hd_bw_b1B76_c2_x_1_t,I highly recommend this
5,Positive,I love this camera.,"July 9, 2020",https://www.amazon.com/dp/B07P15K8Q7/ref=s9_acsd_otopr_hd_bw_b1B76_c2_x_1_t,I love this camera
5,Positive,This camera package had everything I needed to take great pictures right out of the box.,"September 4, 2021",https://www.amazon.com/dp/B07P15K8Q7/ref=s9_acsd_otopr_hd_bw_b1B76_c2_x_1_t,This camera package had everything I needed to take great pictures right out of the box
5,Positive,"The kit is nice, everything you need to get into the photography hobby.","December 26, 2019",https://www.amazon.com/dp/B07P15K8Q7/ref=s9_acsd_otopr_hd_bw_b1B76_c2_x_1_t,The kit is nice everything you need to get into the photography hobby
2,Negative,Eh...not impressed.,"September 6, 2020",https://www.amazon.com/Projector-Video-Projector-Multimedia-Compatible-Smartphone/dp/B07MTCMHZX,Eh not impressed
2,Negative,"Built in speaker won't work with any input, more than 2m projections is extremely dim in a pitch black room, remote controls needs to be less than 1m to work properly.","December 4, 2019",https://www.amazon.com/Projector-Video-Projector-Multimedia-Compatible-Smartphone/dp/B07MTCMHZX,Built in speaker will not work with any input more than 2m projections is extremely dim in a pitch black room remote controls needs to be less than 1m to work properly
2,Negative,The brightness (lumens) is weak as cmpared to competitors.,"October 10, 2021",https://www.amazon.com/Projector-Video-Projector-Multimedia-Compatible-Smartphone/dp/B07MTCMHZX,The brightness lumens is weak as cmpared to competitors
2,Negative,It doesn’t work with iPhones.,"December 16, 2020",https://www.amazon.com/Projector-Video-Projector-Multimedia-Compatible-Smartphone/dp/B07MTCMHZX,It does not work with iPhones
2,Negative,"This projector is not bright enough, not nearly close to what is promoted in the description.","October 27, 2020",https://www.amazon.com/Projector-Video-Projector-Multimedia-Compatible-Smartphone/dp/B07MTCMHZX,This projector is not bright enough not nearly close to what is promoted in the description
4,Positive,Great Projector for the price!,"July 20, 2020",https://www.amazon.com/Projector-Video-Projector-Multimedia-Compatible-Smartphone/dp/B07MTCMHZX,Great Projector for the price
4,Positive,"This isn't a theater quality projector, but for the price it works very well.","November 14, 2021",https://www.amazon.com/Projector-Video-Projector-Multimedia-Compatible-Smartphone/dp/B07MTCMHZX,This is not a theater quality projector but for the price it works very well
4,Positive,I’ve been using my mini projector for about 2 months and absolutely love it!,"December 3, 2020",https://www.amazon.com/Projector-Video-Projector-Multimedia-Compatible-Smartphone/dp/B07MTCMHZX,I have been using my mini projector for about 2 months and absolutely love it
4,Positive,I recommend this product for simple videos/pictures.,"August 7, 2021",https://www.amazon.com/Projector-Video-Projector-Multimedia-Compatible-Smartphone/dp/B07MTCMHZX,I recommend this product for simple videos pictures
4,Positive,This is my first projector and I must say I'm pretty impressed fir what it can do at such a low price ($55).,"December 1, 2020",https://www.amazon.com/Projector-Video-Projector-Multimedia-Compatible-Smartphone/dp/B07MTCMHZX,This is my first projector and I must say I am pretty impressed fir what it can do at such a low price 55
1,Negative,Terrible printer.,"May 4, 2021",https://www.amazon.com/HP-DeskJet-4155e-Wireless-Printer/dp/B08XYRDSL7/ref=lp_172574_1_3,Terrible printer
1,Negative,I absolutely do not recommend this printer at all.,"June 20, 2021",https://www.amazon.com/HP-DeskJet-4155e-Wireless-Printer/dp/B08XYRDSL7/ref=lp_172574_1_3,I absolutely do not recommend this printer at all
1,Negative,This printer has not worked since I bought it.,"August 6, 2021",https://www.amazon.com/HP-DeskJet-4155e-Wireless-Printer/dp/B08XYRDSL7/ref=lp_172574_1_3,This printer has not worked since I bought it
2,Negative,"Watch HP harvest as much data as they can from you as they force you to be online and sign in to their service to do basic scanning with this ""all in one"" printer.","July 4, 2021",https://www.amazon.com/HP-DeskJet-4155e-Wireless-Printer/dp/B08XYRDSL7/ref=lp_172574_1_3,Watch HP harvest as much data as they can from you as they force you to be online and sign in to their service to do basic scanning with this all in one printer
2,Negative,Setting up this printer killed my internet connection and created all sorts of havoc.,"August 7, 2021",https://www.amazon.com/HP-DeskJet-4155e-Wireless-Printer/dp/B08XYRDSL7/ref=lp_172574_1_3,Setting up this printer killed my internet connection and created all sorts of havoc
4,Positive,This printer is great for the price.,"October 21, 2021",https://www.amazon.com/HP-DeskJet-4155e-Wireless-Printer/dp/B08XYRDSL7/ref=lp_172574_1_3,This printer is great for the price
4,Positive,I like the printer.,"October 8, 2021",https://www.amazon.com/HP-DeskJet-4155e-Wireless-Printer/dp/B08XYRDSL7/ref=lp_172574_1_3,I like the printer
5,Positive,So far I love this printer.,"May 3, 2021",https://www.amazon.com/HP-DeskJet-4155e-Wireless-Printer/dp/B08XYRDSL7/ref=lp_172574_1_3,So far I love this printer
5,Positive,Great printer for a great price . ,"May 10, 2021",https://www.amazon.com/HP-DeskJet-4155e-Wireless-Printer/dp/B08XYRDSL7/ref=lp_172574_1_3,Great printer for a great price
5,Positive,I am happy with the printer for my home office.,"August 8, 2021",https://www.amazon.com/HP-DeskJet-4155e-Wireless-Printer/dp/B08XYRDSL7/ref=lp_172574_1_3,I am happy with the printer for my home office
1,Negative,This is the worst shredder I have ever bought.,"July 28, 2019",https://www.amazon.com/Aurora-AS890C-8-Sheet-Cross-Cut-Shredder/dp/B000QX77WK/ref=sr_1_3,This is the worst shredder I have ever bought
1,Negative,This shredder was delivered inoperable.,"February 5, 2019",https://www.amazon.com/Aurora-AS890C-8-Sheet-Cross-Cut-Shredder/dp/B000QX77WK/ref=sr_1_3,This shredder was delivered inoperable
2,Negative,The item only worked for 10 minutes.,"January 31, 2021",https://www.amazon.com/Aurora-AS890C-8-Sheet-Cross-Cut-Shredder/dp/B000QX77WK/ref=sr_1_3,The item only worked for 10 minutes
2,Negative,This shredder did NOT arrive in original packaging as stated in the advertisement.,"March 24, 2020",https://www.amazon.com/Aurora-AS890C-8-Sheet-Cross-Cut-Shredder/dp/B000QX77WK/ref=sr_1_3,This shredder did NOT arrive in original packaging as stated in the advertisement
2,Negative,"This shredder has a nice look to it, but it is a little noisy and I’ve had it for a few weeks and it is no longer working.","July 15, 2020",https://www.amazon.com/Aurora-AS890C-8-Sheet-Cross-Cut-Shredder/dp/B000QX77WK/ref=sr_1_3,This shredder has a nice look to it but it is a little noisy and I have had it for a few weeks and it is no longer working
4,Positive,"The shredder is fine, works as shredders do.","January 10, 2021",https://www.amazon.com/Aurora-AS890C-8-Sheet-Cross-Cut-Shredder/dp/B000QX77WK/ref=sr_1_3,The shredder is fine works as shredders do
4,Positive,this works very well for home shredding but will auto shutoff to protect from overheating if used continuously for around 30 minutes.,"March 3, 2021",https://www.amazon.com/Aurora-AS890C-8-Sheet-Cross-Cut-Shredder/dp/B000QX77WK/ref=sr_1_3,this works very well for home shredding but will auto shutoff to protect from overheating if used continuously for around 30 minutes
4,Positive,This has been a reliable shredder for many years.,"May 28, 2021",https://www.amazon.com/Aurora-AS890C-8-Sheet-Cross-Cut-Shredder/dp/B000QX77WK/ref=sr_1_3,This has been a reliable shredder for many years
5,Positive,"Great value for the money, especially when you need to protect your information.","August 25, 2019",https://www.amazon.com/Aurora-AS890C-8-Sheet-Cross-Cut-Shredder/dp/B000QX77WK/ref=sr_1_3,Great value for the money especially when you need to protect your information
5,Positive,This little shredder is a power house!,"July 18, 2018",https://www.amazon.com/Aurora-AS890C-8-Sheet-Cross-Cut-Shredder/dp/B000QX77WK/ref=sr_1_3,This little shredder is a power house
1,Negative,My expectations were probably a little too high to be able to just plug the thing into my computer and start playing.,"September 6, 2021",https://www.amazon.com/Oculus-Quest-Advanced-All-One-Virtual/dp/B09B8DQ26F,My expectations were probably a little too high to be able to just plug the thing into my computer and start playing
1,Negative,Good device hate having to have Facebook.,"September 14, 2021",https://www.amazon.com/Oculus-Quest-Advanced-All-One-Virtual/dp/B09B8DQ26F,Good device hate having to have Facebook
1,Negative,The unboxing was a nightmare.,"September 1, 2021",https://www.amazon.com/Oculus-Quest-Advanced-All-One-Virtual/dp/B09B8DQ26F,The unboxing was a nightmare
1,Negative,How can you sell such a blurry piece of hardware?,"September 15, 2021",https://www.amazon.com/Oculus-Quest-Advanced-All-One-Virtual/dp/B09B8DQ26F,How can you sell such a blurry piece of hardware
1,Negative,I purchase this item and it was defective kept freezing up.,"November 23, 2021",https://www.amazon.com/Oculus-Quest-Advanced-All-One-Virtual/dp/B09B8DQ26F,I purchase this item and it was defective kept freezing up
5,Positive,I mean what a good deal.,"August 23, 2021",https://www.amazon.com/Oculus-Quest-Advanced-All-One-Virtual/dp/B09B8DQ26F,I mean what a good deal
5,Positive,"Honestly, the best thing about this sort of VR is that there's no wires to deal with.","August 26, 2021",https://www.amazon.com/Oculus-Quest-Advanced-All-One-Virtual/dp/B09B8DQ26F,Honestly the best thing about this sort of virtual reality is that there s no wires to deal with
5,Positive,very good quality headset.,"September 1, 2021",https://www.amazon.com/Oculus-Quest-Advanced-All-One-Virtual/dp/B09B8DQ26F,very good quality headset
5,Positive,I bought this for my grandkids to play with and I am not gonna lie I can’t put it down.,"September 14, 2021",https://www.amazon.com/Oculus-Quest-Advanced-All-One-Virtual/dp/B09B8DQ26F,I bought this for my grandkids to play with and I am not gonna lie I cannott put it down
5,Positive,"This is the best gaming experience for years, also I'm sweating a lot, so divesting in oculus is like investing in gym subscription","October 14, 2021",https://www.amazon.com/Oculus-Quest-Advanced-All-One-Virtual/dp/B09B8DQ26F,This is the best gaming experience for years also I am sweating a lot so divesting in oculus is like investing in gym subscription
2,Negative,"After 3 weeks, I haven't noticed any improvement of odor or air quality.","October 16, 2019",https://www.amazon.com/LEVOIT-Core-300S-Air-Purifier/dp/B08L73QL1V/ref=lp_19185106011_1_9,After 3 weeks I have not noticed any improvement of odor or air quality
2,Negative,"i WANTED SO BAD TO REAP THE BENEFITS OF THIS PURIFIER BECAUSE IT IS A HASSLE TO RETURN ITEMS THIS BIG, I ORDERED MY UNIT, DIDN'T SEE ANY CHANGE(I HAVE CATS AND DOGS) CONTACTED LEVOIT DIRECTLY FOR ADVISE , WAS TOLD TO USE THE PET FILTER, ORDERED IT IMMEDIATELY FROM AMAZON, USING IT FOR A MONTH NOW AND WE ARE STILL SNEEZING THE SAME AND FEL LIKE THERE IS NO CHANGE.","March 2, 2020",https://www.amazon.com/LEVOIT-Core-300S-Air-Purifier/dp/B08L73QL1V/ref=lp_19185106011_1_9,i WANTED SO BAD TO REAP THE BENEFITS OF THIS PURIFIER BECAUSE IT IS A HASSLE TO RETURN ITEMS THIS BIG I ORDERED MY UNIT DID NOT SEE ANY CHANGE I HAVE CATS AND DOGS CONTACTED LEVOIT DIRECTLY FOR ADVISE WAS TOLD TO USE THE PET FILTER ORDERED IT IMMEDIATELY FROM AMAZON USING IT FOR A MONTH NOW AND WE ARE STILL SNEEZING THE SAME AND FEL LIKE THERE IS NO CHANGE
2,Negative,After using for a month there is a musty smell coming from the inside of filter.,"May 25, 2020",https://www.amazon.com/LEVOIT-Core-300S-Air-Purifier/dp/B08L73QL1V/ref=lp_19185106011_1_9,After using for a month there is a musty smell coming from the inside of filter
2,Negative,Cycled bad air to bad air even with upgraded filter very dissatisfied sent it back,"October 26, 2021",https://www.amazon.com/LEVOIT-Core-300S-Air-Purifier/dp/B08L73QL1V/ref=lp_19185106011_1_9,Cycled bad air to bad air even with upgraded filter very dissatisfied sent it back
2,Negative,It has not made any difference in our home,"November 24, 2021",https://www.amazon.com/LEVOIT-Core-300S-Air-Purifier/dp/B08L73QL1V/ref=lp_19185106011_1_9,It has not made any difference in our home
4,Positive,"I’m not too sure if the various types of filters really do matter, but seems to do its job.","June 13, 2020",https://www.amazon.com/LEVOIT-Core-300S-Air-Purifier/dp/B08L73QL1V/ref=lp_19185106011_1_9,I am not too sure if the various types of filters really do matter but seems to do its job
4,Positive,Product works just fine.,"January 13, 2021",https://www.amazon.com/LEVOIT-Core-300S-Air-Purifier/dp/B08L73QL1V/ref=lp_19185106011_1_9,Product works just fine
4,Positive,"I was hoping it would filter pet smells a little better, but it’s a decent filter.","June 26, 2021",https://www.amazon.com/LEVOIT-Core-300S-Air-Purifier/dp/B08L73QL1V/ref=lp_19185106011_1_9,I was hoping it would filter pet smells a little better but it is a decent filter
4,Positive,A good unit for the price and will definitely re order for next season.,"January 18, 2020",https://www.amazon.com/LEVOIT-Core-300S-Air-Purifier/dp/B08L73QL1V/ref=lp_19185106011_1_9,A good unit for the price and will definitely re order for next season
4,Positive,Works great,"September 4, 2021",https://www.amazon.com/LEVOIT-Core-300S-Air-Purifier/dp/B08L73QL1V/ref=lp_19185106011_1_9,Works great
