review.commentScore,review.commentPolarity,review.commentDetail,review.date,review.productURL
5,Positive,Order recieved and in good condition.,24 Sep 21,https://shopee.ph/HP-NB-15S-EQ1523AU-AMD-Ryzen-5-4500U-hexa-8GB-DDR4-1DM-2666-256GB-PCIe-value-AMD-Radeon-i.67422291.10143967185
1,Negative,The product didn't even last for a week.,9 Sep 20,https://shopee.ph/Asus-19V-2.37A-45W-Original-Adapter-4.0*1.35mm-For-TP300L-X540U-X441U-X407u-Power-Charger-Cable-i.159306615.6503392586
1,Negative,"THE CHARGER IS WORKING ALTHOUGH WHEN THE LAPTOP IS PLUGGED IN, THE TRACKPAD IS MALFUNCTIONING.",18 May 21,https://shopee.ph/Asus-19V-2.37A-45W-Original-Adapter-4.0*1.35mm-For-TP300L-X540U-X441U-X407u-Power-Charger-Cable-i.159306615.6503392586
1,Negative,"Delivery was fast but the product only worked for a day, i have not been able to use it anymore",24 Jun 20,https://shopee.ph/Asus-19V-2.37A-45W-Original-Adapter-4.0*1.35mm-For-TP300L-X540U-X441U-X407u-Power-Charger-Cable-i.159306615.6503392586
2,Negative,Order took too long to ship out,17 Sep 21,https://shopee.ph/Asus-19V-2.37A-45W-Original-Adapter-4.0*1.35mm-For-TP300L-X540U-X441U-X407u-Power-Charger-Cable-i.159306615.6503392586
2,Negative,Not compatible with my laptop,16 May 20,https://shopee.ph/Asus-19V-2.37A-45W-Original-Adapter-4.0*1.35mm-For-TP300L-X540U-X441U-X407u-Power-Charger-Cable-i.159306615.6503392586
4,Positive,Adapter is of good quality and functions as expected.,16 Aug 21,https://shopee.ph/Asus-19V-2.37A-45W-Original-Adapter-4.0*1.35mm-For-TP300L-X540U-X441U-X407u-Power-Charger-Cable-i.159306615.6503392586
4,Positive,The item is in good condition and arrived early considering it's from overseas.,6 Jun 21,https://shopee.ph/Asus-19V-2.37A-45W-Original-Adapter-4.0*1.35mm-For-TP300L-X540U-X441U-X407u-Power-Charger-Cable-i.159306615.6503392586
5,Positive,Thank you thank you so much!,2 Dec 21,https://shopee.ph/Asus-19V-2.37A-45W-Original-Adapter-4.0*1.35mm-For-TP300L-X540U-X441U-X407u-Power-Charger-Cable-i.159306615.6503392586
5,Positive,The seller was so kind because they help me choose the charger that would be compatible for my device.,1 Oct 21,https://shopee.ph/Asus-19V-2.37A-45W-Original-Adapter-4.0*1.35mm-For-TP300L-X540U-X441U-X407u-Power-Charger-Cable-i.159306615.6503392586
5,Positive,"Thank you very much seller, i love the charger, the seller is so kind and the item is very secured.",2 Sep 21,https://shopee.ph/Asus-19V-2.37A-45W-Original-Adapter-4.0*1.35mm-For-TP300L-X540U-X441U-X407u-Power-Charger-Cable-i.159306615.6503392586
1,Negative,Very disappointed!!!!,10 Nov 21,https://shopee.ph/ECAM-Touch-Screen-Dash-Cam-4.3inch-Dual-Rearview-Mirror-Car-Camera-A075-i.87773654.1519327469
1,Negative,Very poor service.,20 Apr 19,https://shopee.ph/ECAM-Touch-Screen-Dash-Cam-4.3inch-Dual-Rearview-Mirror-Car-Camera-A075-i.87773654.1519327469
1,Negative,NOT WORKING AND THE SELLER DOESNT CARE..,11 Nov 20,https://shopee.ph/ECAM-Touch-Screen-Dash-Cam-4.3inch-Dual-Rearview-Mirror-Car-Camera-A075-i.87773654.1519327469
2,Negative,back camera is not functioning.,29 Sep 21,https://shopee.ph/ECAM-Touch-Screen-Dash-Cam-4.3inch-Dual-Rearview-Mirror-Car-Camera-A075-i.87773654.1519327469
2,Negative,"Bought two of these, first one was ok, but second one was defective.",21 Oct 19,https://shopee.ph/ECAM-Touch-Screen-Dash-Cam-4.3inch-Dual-Rearview-Mirror-Car-Camera-A075-i.87773654.1519327469
4,Positive,Good quality.,14 Oct 19,https://shopee.ph/ECAM-Touch-Screen-Dash-Cam-4.3inch-Dual-Rearview-Mirror-Car-Camera-A075-i.87773654.1519327469
4,Positive,As of now its working... I hope it will last.,8 Dec 18,https://shopee.ph/ECAM-Touch-Screen-Dash-Cam-4.3inch-Dual-Rearview-Mirror-Car-Camera-A075-i.87773654.1519327469
5,Positive,Great product!!!,13 Oct 21,https://shopee.ph/ECAM-Touch-Screen-Dash-Cam-4.3inch-Dual-Rearview-Mirror-Car-Camera-A075-i.87773654.1519327469
5,Positive,Good product quality at a cheaper price.,4 Jul 19,https://shopee.ph/ECAM-Touch-Screen-Dash-Cam-4.3inch-Dual-Rearview-Mirror-Car-Camera-A075-i.87773654.1519327469
5,Positive,"already installed and tried the product and it's working good, front and back camera are functioning.... touch screen is also working fine...i hope it will last long!",12 Mar 19,https://shopee.ph/ECAM-Touch-Screen-Dash-Cam-4.3inch-Dual-Rearview-Mirror-Car-Camera-A075-i.87773654.1519327469
1,Negative,They send me the wrong item.,21 Mar 21,https://shopee.ph/VINOVO-V380S-Light-Bulb-V380-S-WI-FI-CCTV-Panoramic-Security-Camera-i.56535357.2619752073
1,Negative,If lights of it should be bright still and if u can see there's a grounded effect when u watch it and the alarm is not working,28 Oct 20,https://shopee.ph/VINOVO-V380S-Light-Bulb-V380-S-WI-FI-CCTV-Panoramic-Security-Camera-i.56535357.2619752073
1,Negative,DOES NOT WORK!!!!,15 Feb 21,https://shopee.ph/VINOVO-V380S-Light-Bulb-V380-S-WI-FI-CCTV-Panoramic-Security-Camera-i.56535357.2619752073
2,Negative,"No IR cut feature, meaning you can't see anything when lights are off unlike the one that I ordered before.",4 Nov 21,https://shopee.ph/VINOVO-V380S-Light-Bulb-V380-S-WI-FI-CCTV-Panoramic-Security-Camera-i.56535357.2619752073
2,Negative,The speakers volume is too low i cant connect it to my wifi i asked the seller the seller just gave me links fo faqs in amazon the faqs doesnt really give a step by step solution on how to solve my problem,8 Apr 21,https://shopee.ph/VINOVO-V380S-Light-Bulb-V380-S-WI-FI-CCTV-Panoramic-Security-Camera-i.56535357.2619752073
4,Positive,The item worked as expected and setup is easy after it was connected in the app.,11 Mar 21,https://shopee.ph/VINOVO-V380S-Light-Bulb-V380-S-WI-FI-CCTV-Panoramic-Security-Camera-i.56535357.2619752073
4,Positive,"Item shipped fast, well packaged, complete and in excellent condition.",21 Apr 21,https://shopee.ph/VINOVO-V380S-Light-Bulb-V380-S-WI-FI-CCTV-Panoramic-Security-Camera-i.56535357.2619752073
4,Positive,"I really thought i will be having a problem to set it up, but it went smoothly!",12 Oct 20,https://shopee.ph/VINOVO-V380S-Light-Bulb-V380-S-WI-FI-CCTV-Panoramic-Security-Camera-i.56535357.2619752073
4,Positive,Received parcel today well packed and in bubble wrap but i think the box is originally dilapidated before it was bubble wrap but it was ok just not good for a 5 star rating...,26 Mar 21,https://shopee.ph/VINOVO-V380S-Light-Bulb-V380-S-WI-FI-CCTV-Panoramic-Security-Camera-i.56535357.2619752073
5,Positive,Product looks good and was shipped earlier than expected.,10 Feb 21,https://shopee.ph/VINOVO-V380S-Light-Bulb-V380-S-WI-FI-CCTV-Panoramic-Security-Camera-i.56535357.2619752073
1,Negative,I posted my review too soon.,24 Oct 21,https://shopee.ph/Original-A7-Sports-Camera-Waterproof-Action-Camera-Video-Waterproof-1080p-Action-Camera-ultimate-i.443301611.11214351050
2,Negative,The battery is dead iam so disappointed to this item,20 Nov 21,https://shopee.ph/Original-A7-Sports-Camera-Waterproof-Action-Camera-Video-Waterproof-1080p-Action-Camera-ultimate-i.443301611.11214351050
2,Negative,the battery was not working,9 Sep 21,https://shopee.ph/Original-A7-Sports-Camera-Waterproof-Action-Camera-Video-Waterproof-1080p-Action-Camera-ultimate-i.443301611.11214351050
4,Positive,Everything is good except the quality of the cam.,4 Aug 21,https://shopee.ph/Original-A7-Sports-Camera-Waterproof-Action-Camera-Video-Waterproof-1080p-Action-Camera-ultimate-i.443301611.11214351050
5,Positive,Satisfied customer here!,15 Oct 21,https://shopee.ph/Original-A7-Sports-Camera-Waterproof-Action-Camera-Video-Waterproof-1080p-Action-Camera-ultimate-i.443301611.11214351050
5,Positive,Thank you seller for bbeing a great seller with great products.. Thank you ver much!!!!!!!!,16 Oct 21,https://shopee.ph/Original-A7-Sports-Camera-Waterproof-Action-Camera-Video-Waterproof-1080p-Action-Camera-ultimate-i.443301611.11214351050
1,Negative,If you some place else to buy do so.,7 Sep 21,https://shopee.ph/KY905-Mini-Drone-With-4K-HD-Camera-Foldable-Drones-Quadcopter-One-Key-Return-FPV-Follow-Me-RC-i.322335353.9153754819
5,Positive,This is really really good.,23 Nov 21,https://shopee.ph/KY905-Mini-Drone-With-4K-HD-Camera-Foldable-Drones-Quadcopter-One-Key-Return-FPV-Follow-Me-RC-i.322335353.9153754819
1,Negative,Negative,16 Oct 21,https://shopee.ph/Drone-E525-Foldable-with-4K-Camera-for-Adults-Quadcopter-with-Brushless-Motor-Carrying-Bag-Long-CR-i.474784526.8177979899
4,Positive,Drone works.,27 Nov 21,https://shopee.ph/Drone-E525-Foldable-with-4K-Camera-for-Adults-Quadcopter-with-Brushless-Motor-Carrying-Bag-Long-CR-i.474784526.8177979899
1,Negative,Damaged  Defective item,20 Aug 18,https://shopee.ph/Ulifeshop-Extension-cord-5m-LL-88814-lucky-light-socket-outlet-extention-cord-i.17347931.186039842
1,Negative,I will not order again.,13 Jun 18,https://shopee.ph/Ulifeshop-Extension-cord-5m-LL-88814-lucky-light-socket-outlet-extention-cord-i.17347931.186039842
1,Negative,Did not receive this item but my payment is complete.. Seller dont reply reply or answer my calls... Will not order again to this shop...,24 May 19,https://shopee.ph/Ulifeshop-Extension-cord-5m-LL-88814-lucky-light-socket-outlet-extention-cord-i.17347931.186039842
4,Positive,Good quality!,7 Jul 21,https://shopee.ph/Ulifeshop-Extension-cord-5m-LL-88814-lucky-light-socket-outlet-extention-cord-i.17347931.186039842
5,Positive,Fast delivery.,21 Jun 21,https://shopee.ph/Ulifeshop-Extension-cord-5m-LL-88814-lucky-light-socket-outlet-extention-cord-i.17347931.186039842
5,Positive,Received my items and also the refund for the un available items.,1 Aug 21,https://shopee.ph/Ulifeshop-Extension-cord-5m-LL-88814-lucky-light-socket-outlet-extention-cord-i.17347931.186039842
1,Negative,Misleading advertisement!,8 Aug 20,https://shopee.ph/5-Meter-Multi-function-Converter-Extension-Black-White-BINLU-i.26603847.1316560175
1,Negative,defective product,4 Dec 18,https://shopee.ph/5-Meter-Multi-function-Converter-Extension-Black-White-BINLU-i.26603847.1316560175
4,Positive,Working fine.,13 Jun 20,https://shopee.ph/5-Meter-Multi-function-Converter-Extension-Black-White-BINLU-i.26603847.1316560175
5,Positive,Thank you for delivering my order so fast and well packaged.,28 Apr 21,https://shopee.ph/5-Meter-Multi-function-Converter-Extension-Black-White-BINLU-i.26603847.1316560175
1,Negative,Beware!!,9 Nov 21,https://shopee.ph/GoPro-HERO-5-black-gopro-4-3-for-vlog-TIK-TOK-4K-Action-camera-second-hand-i.296630616.6748748250
1,Negative,I haven't used it yet...ang now its broken...its turning on it self just after I plug in the battery...then it is automatically switching modes until it shutdown it self...,19 Nov 21,https://shopee.ph/GoPro-HERO-5-black-gopro-4-3-for-vlog-TIK-TOK-4K-Action-camera-second-hand-i.296630616.6748748250
1,Negative,SO BAD EXPERIENCE,2 Dec 21,https://shopee.ph/GoPro-HERO-5-black-gopro-4-3-for-vlog-TIK-TOK-4K-Action-camera-second-hand-i.296630616.6748748250
1,Negative,"incomplete item refund for the battery, they completed my order for no more refund the the item.",6 Nov 20,https://shopee.ph/GoPro-HERO-5-black-gopro-4-3-for-vlog-TIK-TOK-4K-Action-camera-second-hand-i.296630616.6748748250
1,Negative,My worse 2nd order.,5 Feb 21,https://shopee.ph/GoPro-HERO-5-black-gopro-4-3-for-vlog-TIK-TOK-4K-Action-camera-second-hand-i.296630616.6748748250
4,Positive,"Comes with free skeleton case, GoPro Type C connector and mounting accessories.",16 Sep 20,https://shopee.ph/GoPro-HERO-5-black-gopro-4-3-for-vlog-TIK-TOK-4K-Action-camera-second-hand-i.296630616.6748748250
4,Positive,Legit item!,3 Feb 21,https://shopee.ph/GoPro-HERO-5-black-gopro-4-3-for-vlog-TIK-TOK-4K-Action-camera-second-hand-i.296630616.6748748250
4,Positive,Works fine but aesthetically its look like it has seen its days,30 Nov 20,https://shopee.ph/GoPro-HERO-5-black-gopro-4-3-for-vlog-TIK-TOK-4K-Action-camera-second-hand-i.296630616.6748748250
4,Positive,Bang for the buck item!,24 Nov 20,https://shopee.ph/GoPro-HERO-5-black-gopro-4-3-for-vlog-TIK-TOK-4K-Action-camera-second-hand-i.296630616.6748748250
4,Positive,"Not brand new, slightly used i think.",28 Oct 21,https://shopee.ph/GoPro-HERO-5-black-gopro-4-3-for-vlog-TIK-TOK-4K-Action-camera-second-hand-i.296630616.6748748250
1,Negative,defective item received.,1 Oct 20,https://shopee.ph/Microsoft-Xbox-360-Wired-Gaming-Controller-For-Xbox-360-PC-i.16407019.1868078520
1,Negative,"after 2 weeks frequent using, it's already broken.",2 Nov 20,https://shopee.ph/Microsoft-Xbox-360-Wired-Gaming-Controller-For-Xbox-360-PC-i.16407019.1868078520
1,Negative,The packaging of the product is damaged and the product has a few scratches and damage But the product works fine,25 Jul 21,https://shopee.ph/Microsoft-Xbox-360-Wired-Gaming-Controller-For-Xbox-360-PC-i.16407019.1868078520
2,Negative,Very disappointing parcel is not handle with care i dont know if its really the delivery man or from the store itself.,3 Nov 20,https://shopee.ph/Microsoft-Xbox-360-Wired-Gaming-Controller-For-Xbox-360-PC-i.16407019.1868078520
2,Negative,Both the left and right analog sticks started drifting after 2 weeks.,2 Nov 20,https://shopee.ph/Microsoft-Xbox-360-Wired-Gaming-Controller-For-Xbox-360-PC-i.16407019.1868078520
4,Positive,"Clearly wasn't handled by courier well, luckily the console was ok and functioning as it should.",10 Oct 20,https://shopee.ph/Microsoft-Xbox-360-Wired-Gaming-Controller-For-Xbox-360-PC-i.16407019.1868078520
4,Positive,Delivery was fast and both controllers work but the boxes were a bit dented.,8 Oct 20,https://shopee.ph/Microsoft-Xbox-360-Wired-Gaming-Controller-For-Xbox-360-PC-i.16407019.1868078520
4,Positive,"Earlier than expected, though it looks very cheap I think it's still worth it if you're looking for a budget gamepad for windows (it's perfect for Windows with the game bar feature).",1 Sep 21,https://shopee.ph/Microsoft-Xbox-360-Wired-Gaming-Controller-For-Xbox-360-PC-i.16407019.1868078520
5,Positive,good quality for its price.,4 Jul 21,https://shopee.ph/Microsoft-Xbox-360-Wired-Gaming-Controller-For-Xbox-360-PC-i.16407019.1868078520
5,Positive,Received the item without defective aside the sharp edge on the right side but overall satisfied with it.,20 Oct 20,https://shopee.ph/Microsoft-Xbox-360-Wired-Gaming-Controller-For-Xbox-360-PC-i.16407019.1868078520
1,Negative,Very disappointing!,12 Feb 20,https://shopee.ph/New-3inch-LCD-Retro-FC-168in1-400in1-Classic-GameBoy-console-i.26143865.1378164858
1,Negative,"Item is working but has defects, informity on the R button.",11 Aug 19,https://shopee.ph/New-3inch-LCD-Retro-FC-168in1-400in1-Classic-GameBoy-console-i.26143865.1378164858
1,Negative,Very disappointed..,27 Dec 19,https://shopee.ph/New-3inch-LCD-Retro-FC-168in1-400in1-Classic-GameBoy-console-i.26143865.1378164858
2,Negative,"i like the item when i first tried it but when i charged it the battery bloated and i just had the item received that day, i msg the seller but failed yo respond right away even if he was online for just a few minutes.",13 Mar 19,https://shopee.ph/New-3inch-LCD-Retro-FC-168in1-400in1-Classic-GameBoy-console-i.26143865.1378164858
2,Negative,"BROKEN, nothing on screen.",17 Mar 21,https://shopee.ph/New-3inch-LCD-Retro-FC-168in1-400in1-Classic-GameBoy-console-i.26143865.1378164858
4,Positive,Just Wow!,18 Nov 19,https://shopee.ph/New-3inch-LCD-Retro-FC-168in1-400in1-Classic-GameBoy-console-i.26143865.1378164858
4,Positive,"As long as my brother is satisfied, I'll settle with that.",7 Aug 20,https://shopee.ph/New-3inch-LCD-Retro-FC-168in1-400in1-Classic-GameBoy-console-i.26143865.1378164858
5,Positive,This is so nice.,7 Nov 20,https://shopee.ph/New-3inch-LCD-Retro-FC-168in1-400in1-Classic-GameBoy-console-i.26143865.1378164858
5,Positive,super duper love it.,16 Oct 20,https://shopee.ph/New-3inch-LCD-Retro-FC-168in1-400in1-Classic-GameBoy-console-i.26143865.1378164858
5,Positive,"Good quality, no dents, no issue.",15 Sep 20,https://shopee.ph/New-3inch-LCD-Retro-FC-168in1-400in1-Classic-GameBoy-console-i.26143865.1378164858
2,Negative,It shouldn’t be too hard to secure the packaging of the product with a little bit more bubble wrap or a more secure box to stop items from sliding around inside.,5 Jan 21,https://shopee.ph/Nintendo-Switch-Console-V2-Improved-Battery-Life-(Asian)-with-Free-Lazytech-Tempered-Glass-i.54415693.5240292997
4,Positive,The switch was complete and in perfect condition.,23 Dec 20,https://shopee.ph/Nintendo-Switch-Console-V2-Improved-Battery-Life-(Asian)-with-Free-Lazytech-Tempered-Glass-i.54415693.5240292997
2,Negative,The seller would not like to communicate with the client.,17 Apr 21,https://shopee.ph/Nintendo-Switch-Lite-Coral-Pink-with-Free-Mikiman-Hard-Shell-Carrying-Case-for-NS-Lite-i.54415693.5635159756
2,Negative,should’ve done better with the packaging since the content is fragile,31 Aug 20,https://shopee.ph/Nintendo-Switch-Lite-Coral-Pink-with-Free-Mikiman-Hard-Shell-Carrying-Case-for-NS-Lite-i.54415693.5635159756
4,Positive,Nice!.,19 Jul 21,https://shopee.ph/Nintendo-Switch-Lite-Coral-Pink-with-Free-Mikiman-Hard-Shell-Carrying-Case-for-NS-Lite-i.54415693.5635159756
4,Positive,"The item was well-packaged and it is authentic, however seller wasn’t responsive through weekends and the courier took quite long compared to other long distance deliveries.",9 Sep 20,https://shopee.ph/Nintendo-Switch-Lite-Coral-Pink-with-Free-Mikiman-Hard-Shell-Carrying-Case-for-NS-Lite-i.54415693.5635159756
1,Negative,Defective item!,2 Aug 21,https://shopee.ph/Games-Mini-Classic-Entertainment-Game-Pad-Controller-Game-Console-Gameboy-i.140400229.6258142128
1,Negative,I provided 5 stars but I recieved a 1 defected controller and I contacted the seller before I change this ratings .,1 Sep 21,https://shopee.ph/Games-Mini-Classic-Entertainment-Game-Pad-Controller-Game-Console-Gameboy-i.140400229.6258142128
4,Positive,Complete inclusions.,10 Jul 21,https://shopee.ph/Games-Mini-Classic-Entertainment-Game-Pad-Controller-Game-Console-Gameboy-i.140400229.6258142128
5,Positive,"Very good item, very nice packaging, very good quality, very helpful for me, very much appreciated the delivery, very fast shipping,, the item is shipped immediately,, very accommodating seller,, very good customer service,, thanks seller..",19 Nov 21,https://shopee.ph/Games-Mini-Classic-Entertainment-Game-Pad-Controller-Game-Console-Gameboy-i.140400229.6258142128
1,Negative,This seller is a scamer sent me a defective product and doesn't care to respond.,13 Jan 21,https://shopee.ph/UPS-650VA-360WATTS-SECURE-(UNINTERRUPTED-POWER-SUPPLY)-220VAC-360-Watts-4x-Outlet-i.76994263.5100806460
1,Negative,Defective.,8 Aug 20,https://shopee.ph/UPS-650VA-360WATTS-SECURE-(UNINTERRUPTED-POWER-SUPPLY)-220VAC-360-Watts-4x-Outlet-i.76994263.5100806460
1,Negative,I NEED A REFUND !,3 Nov 20,https://shopee.ph/UPS-650VA-360WATTS-SECURE-(UNINTERRUPTED-POWER-SUPPLY)-220VAC-360-Watts-4x-Outlet-i.76994263.5100806460
2,Negative,The lack of protective packaging is very dissatisfying.,10 Jun 20,https://shopee.ph/UPS-650VA-360WATTS-SECURE-(UNINTERRUPTED-POWER-SUPPLY)-220VAC-360-Watts-4x-Outlet-i.76994263.5100806460
4,Positive,Super nice,2 Oct 20,https://shopee.ph/UPS-650VA-360WATTS-SECURE-(UNINTERRUPTED-POWER-SUPPLY)-220VAC-360-Watts-4x-Outlet-i.76994263.5100806460
4,Positive,"Fast delivery, Good product but receive with No fragile sign ,. Hope there is no damage in the item",8 Jul 20,https://shopee.ph/UPS-650VA-360WATTS-SECURE-(UNINTERRUPTED-POWER-SUPPLY)-220VAC-360-Watts-4x-Outlet-i.76994263.5100806460
5,Positive,Item delivered as described,26 Jul 20,https://shopee.ph/UPS-650VA-360WATTS-SECURE-(UNINTERRUPTED-POWER-SUPPLY)-220VAC-360-Watts-4x-Outlet-i.76994263.5100806460
5,Positive,my second order from this seller the ups is good as i tested the first ups that i ordered its good for suddenly browout .,14 Sep 20,https://shopee.ph/UPS-650VA-360WATTS-SECURE-(UNINTERRUPTED-POWER-SUPPLY)-220VAC-360-Watts-4x-Outlet-i.76994263.5100806460
2,Negative,"Power switch is broken, doesn't turn off.",13 Dec 20,https://shopee.ph/SECURE-Eco-Power-500W-220V-Automatic-Voltage-Regulator-(AVR-for-Computer)-i.12290089.7941035970
5,Positive,"this is my second to order in this shop,hoping that my order is still the same and it work also,thank you so much to this shop,to the seller,to shopee and the guy who deliver my order.",27 Sep 21,https://shopee.ph/SECURE-Eco-Power-500W-220V-Automatic-Voltage-Regulator-(AVR-for-Computer)-i.12290089.7941035970
1,Negative,Microphone Not working,25 Sep 21,https://shopee.ph/Candy-Color-Earphone-U19-3.5mm-Universal-Headset-i.134279642.7653637233
1,Negative,Prior ordering i messaged you and I'm asking for different colors but still you send me this.,25 Jan 21,https://shopee.ph/Candy-Color-Earphone-U19-3.5mm-Universal-Headset-i.134279642.7653637233
1,Negative,Very poor packaging.,17 Feb 21,https://shopee.ph/Candy-Color-Earphone-U19-3.5mm-Universal-Headset-i.134279642.7653637233
2,Negative,Not well packaged no bubble wraps were used to protect the items.,22 Jul 21,https://shopee.ph/Candy-Color-Earphone-U19-3.5mm-Universal-Headset-i.134279642.7653637233
1,Negative,"Im so dissapointed , ive order 3 earphones but only one earphone is working ,this is the first time that I received a defective item",28 Dec 20,https://shopee.ph/Candy-Color-Earphone-U19-3.5mm-Universal-Headset-i.134279642.7653637233
4,Positive,"Thank you, seller!",22 May 21,https://shopee.ph/Candy-Color-Earphone-U19-3.5mm-Universal-Headset-i.134279642.7653637233
4,Positive,The item is in good conditio n when received.,29 Nov 21,https://shopee.ph/Candy-Color-Earphone-U19-3.5mm-Universal-Headset-i.134279642.7653637233
5,Positive,Complete orders.,7 Oct 21,https://shopee.ph/Candy-Color-Earphone-U19-3.5mm-Universal-Headset-i.134279642.7653637233
5,Positive,For its price it's surprisingly working well.,15 Sep 21,https://shopee.ph/Candy-Color-Earphone-U19-3.5mm-Universal-Headset-i.134279642.7653637233
5,Positive,It is so good as always.,17 Sep 21,https://shopee.ph/Candy-Color-Earphone-U19-3.5mm-Universal-Headset-i.134279642.7653637233
